species_id,species_name,types,attack_type,relation,net_steps,combat_multiplier
aegislash,Aegislash,"[""Steel"",""Ghost""]",Water,neutral,0,1.0
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Bug,resistant,-1,0.5
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Dark,neutral,0,1.0
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Dragon,neutral,0,1.0
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Electric,weak,1,1.5
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Fairy,neutral,0,1.0
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Fighting,neutral,0,1.0
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Fire,resistant,-1,0.5
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Flying,resistant,-1,0.5
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Ghost,neutral,0,1.0
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Grass,neutral,0,1.0
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Ground,immune,,0.0
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Ice,weak,1,1.5
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Normal,resistant,-1,0.5
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Poison,resistant,-1,0.5
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Psychic,neutral,0,1.0
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Rock,weak,1,1.5
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Steel,weak,1,1.5
aerodactyl,Aerodactyl,"[""Rock"",""Flying""]",Water,weak,1,1.5
aggron,Aggron,"[""Steel"",""Rock""]",Bug,resistant,-1,0.5
aggron,Aggron,"[""Steel"",""Rock""]",Dark,neutral,0,1.0
aggron,Aggron,"[""Steel"",""Rock""]",Dragon,resistant,-1,0.5
aggron,Aggron,"[""Steel"",""Rock""]",Electric,neutral,0,1.0
aggron,Aggron,"[""Steel"",""Rock""]",Fairy,resistant,-1,0.5
aggron,Aggron,"[""Steel"",""Rock""]",Fighting,weak,2,2.0
aggron,Aggron,"[""Steel"",""Rock""]",Fire,neutral,0,1.0
aggron,Aggron,"[""Steel"",""Rock""]",Flying,resistant,-2,0.25
aggron,Aggron,"[""Steel"",""Rock""]",Ghost,neutral,0,1.0
aggron,Aggron,"[""Steel"",""Rock""]",Grass,neutral,0,1.0
aggron,Aggron,"[""Steel"",""Rock""]",Ground,weak,2,2.0
aggron,Aggron,"[""Steel"",""Rock""]",Ice,resistant,-1,0.5
aggron,Aggron,"[""Steel"",""Rock""]",Normal,resistant,-2,0.25
aggron,Aggron,"[""Steel"",""Rock""]",Poison,immune,,0.0
aggron,Aggron,"[""Steel"",""Rock""]",Psychic,resistant,-1,0.5
aggron,Aggron,"[""Steel"",""Rock""]",Rock,resistant,-1,0.5
aggron,Aggron,"[""Steel"",""Rock""]",Steel,neutral,0,1.0
aggron,Aggron,"[""Steel"",""Rock""]",Water,weak,1,1.5
aipom,Aipom,"[""Normal""]",Bug,neutral,0,1.0
aipom,Aipom,"[""Normal""]",Dark,neutral,0,1.0
aipom,Aipom,"[""Normal""]",Dragon,neutral,0,1.0
aipom,Aipom,"[""Normal""]",Electric,neutral,0,1.0
aipom,Aipom,"[""Normal""]",Fairy,neutral,0,1.0
aipom,Aipom,"[""Normal""]",Fighting,weak,1,1.5
aipom,Aipom,"[""Normal""]",Fire,neutral,0,1.0
aipom,Aipom,"[""Normal""]",Flying,neutral,0,1.0
aipom,Aipom,"[""Normal""]",Ghost,immune,,0.0
aipom,Aipom,"[""Normal""]",Grass,neutral,0,1.0
aipom,Aipom,"[""Normal""]",Ground,neutral,0,1.0
aipom,Aipom,"[""Normal""]",Ice,neutral,0,1.0
aipom,Aipom,"[""Normal""]",Normal,neutral,0,1.0
aipom,Aipom,"[""Normal""]",Poison,neutral,0,1.0
aipom,Aipom,"[""Normal""]",Psychic,neutral,0,1.0
aipom,Aipom,"[""Normal""]",Rock,neutral,0,1.0
aipom,Aipom,"[""Normal""]",Steel,neutral,0,1.0
aipom,Aipom,"[""Normal""]",Water,neutral,0,1.0
alakazam,Alakazam,"[""Psychic""]",Bug,weak,1,1.5
alakazam,Alakazam,"[""Psychic""]",Dark,weak,1,1.5
alakazam,Alakazam,"[""Psychic""]",Dragon,neutral,0,1.0
alakazam,Alakazam,"[""Psychic""]",Electric,neutral,0,1.0
alakazam,Alakazam,"[""Psychic""]",Fairy,neutral,0,1.0
alakazam,Alakazam,"[""Psychic""]",Fighting,resistant,-1,0.5
alakazam,Alakazam,"[""Psychic""]",Fire,neutral,0,1.0
alakazam,Alakazam,"[""Psychic""]",Flying,neutral,0,1.0
alakazam,Alakazam,"[""Psychic""]",Ghost,weak,1,1.5
alakazam,Alakazam,"[""Psychic""]",Grass,neutral,0,1.0
alakazam,Alakazam,"[""Psychic""]",Ground,neutral,0,1.0
alakazam,Alakazam,"[""Psychic""]",Ice,neutral,0,1.0
alakazam,Alakazam,"[""Psychic""]",Normal,neutral,0,1.0
alakazam,Alakazam,"[""Psychic""]",Poison,neutral,0,1.0
alakazam,Alakazam,"[""Psychic""]",Psychic,resistant,-1,0.5
alakazam,Alakazam,"[""Psychic""]",Rock,neutral,0,1.0
alakazam,Alakazam,"[""Psychic""]",Steel,neutral,0,1.0
alakazam,Alakazam,"[""Psychic""]",Water,neutral,0,1.0
alcremie,Alcremie,"[""Fairy""]",Bug,resistant,-1,0.5
alcremie,Alcremie,"[""Fairy""]",Dark,resistant,-1,0.5
alcremie,Alcremie,"[""Fairy""]",Dragon,immune,,0.0
alcremie,Alcremie,"[""Fairy""]",Electric,neutral,0,1.0
alcremie,Alcremie,"[""Fairy""]",Fairy,neutral,0,1.0
alcremie,Alcremie,"[""Fairy""]",Fighting,resistant,-1,0.5
alcremie,Alcremie,"[""Fairy""]",Fire,neutral,0,1.0
alcremie,Alcremie,"[""Fairy""]",Flying,neutral,0,1.0
alcremie,Alcremie,"[""Fairy""]",Ghost,neutral,0,1.0
alcremie,Alcremie,"[""Fairy""]",Grass,neutral,0,1.0
alcremie,Alcremie,"[""Fairy""]",Ground,neutral,0,1.0
alcremie,Alcremie,"[""Fairy""]",Ice,neutral,0,1.0
alcremie,Alcremie,"[""Fairy""]",Normal,neutral,0,1.0
alcremie,Alcremie,"[""Fairy""]",Poison,weak,1,1.5
alcremie,Alcremie,"[""Fairy""]",Psychic,neutral,0,1.0
alcremie,Alcremie,"[""Fairy""]",Rock,neutral,0,1.0
alcremie,Alcremie,"[""Fairy""]",Steel,weak,1,1.5
alcremie,Alcremie,"[""Fairy""]",Water,neutral,0,1.0
alomomola,Alomomola,"[""Water""]",Bug,neutral,0,1.0
alomomola,Alomomola,"[""Water""]",Dark,neutral,0,1.0
alomomola,Alomomola,"[""Water""]",Dragon,neutral,0,1.0
alomomola,Alomomola,"[""Water""]",Electric,weak,1,1.5
alomomola,Alomomola,"[""Water""]",Fairy,neutral,0,1.0
alomomola,Alomomola,"[""Water""]",Fighting,neutral,0,1.0
alomomola,Alomomola,"[""Water""]",Fire,resistant,-1,0.5
alomomola,Alomomola,"[""Water""]",Flying,neutral,0,1.0
alomomola,Alomomola,"[""Water""]",Ghost,neutral,0,1.0
alomomola,Alomomola,"[""Water""]",Grass,weak,1,1.5
alomomola,Alomomola,"[""Water""]",Ground,neutral,0,1.0
alomomola,Alomomola,"[""Water""]",Ice,resistant,-1,0.5
alomomola,Alomomola,"[""Water""]",Normal,neutral,0,1.0
alomomola,Alomomola,"[""Water""]",Poison,neutral,0,1.0
alomomola,Alomomola,"[""Water""]",Psychic,neutral,0,1.0
alomomola,Alomomola,"[""Water""]",Rock,neutral,0,1.0
alomomola,Alomomola,"[""Water""]",Steel,resistant,-1,0.5
alomomola,Alomomola,"[""Water""]",Water,resistant,-1,0.5
altaria,Altaria,"[""Dragon"",""Flying""]",Bug,resistant,-1,0.5
altaria,Altaria,"[""Dragon"",""Flying""]",Dark,neutral,0,1.0
altaria,Altaria,"[""Dragon"",""Flying""]",Dragon,weak,1,1.5
altaria,Altaria,"[""Dragon"",""Flying""]",Electric,neutral,0,1.0
altaria,Altaria,"[""Dragon"",""Flying""]",Fairy,weak,1,1.5
altaria,Altaria,"[""Dragon"",""Flying""]",Fighting,resistant,-1,0.5
altaria,Altaria,"[""Dragon"",""Flying""]",Fire,resistant,-1,0.5
altaria,Altaria,"[""Dragon"",""Flying""]",Flying,neutral,0,1.0
altaria,Altaria,"[""Dragon"",""Flying""]",Ghost,neutral,0,1.0
altaria,Altaria,"[""Dragon"",""Flying""]",Grass,resistant,-2,0.25
altaria,Altaria,"[""Dragon"",""Flying""]",Ground,immune,,0.0
altaria,Altaria,"[""Dragon"",""Flying""]",Ice,weak,2,2.0
altaria,Altaria,"[""Dragon"",""Flying""]",Normal,neutral,0,1.0
altaria,Altaria,"[""Dragon"",""Flying""]",Poison,neutral,0,1.0
altaria,Altaria,"[""Dragon"",""Flying""]",Psychic,neutral,0,1.0
altaria,Altaria,"[""Dragon"",""Flying""]",Rock,weak,1,1.5
altaria,Altaria,"[""Dragon"",""Flying""]",Steel,neutral,0,1.0
altaria,Altaria,"[""Dragon"",""Flying""]",Water,resistant,-1,0.5
amaura,Amaura,"[""Rock"",""Ice""]",Bug,neutral,0,1.0
amaura,Amaura,"[""Rock"",""Ice""]",Dark,neutral,0,1.0
amaura,Amaura,"[""Rock"",""Ice""]",Dragon,neutral,0,1.0
amaura,Amaura,"[""Rock"",""Ice""]",Electric,neutral,0,1.0
amaura,Amaura,"[""Rock"",""Ice""]",Fairy,neutral,0,1.0
amaura,Amaura,"[""Rock"",""Ice""]",Fighting,weak,2,2.0
amaura,Amaura,"[""Rock"",""Ice""]",Fire,neutral,0,1.0
amaura,Amaura,"[""Rock"",""Ice""]",Flying,resistant,-1,0.5
amaura,Amaura,"[""Rock"",""Ice""]",Ghost,neutral,0,1.0
amaura,Amaura,"[""Rock"",""Ice""]",Grass,weak,1,1.5
amaura,Amaura,"[""Rock"",""Ice""]",Ground,weak,1,1.5
amaura,Amaura,"[""Rock"",""Ice""]",Ice,resistant,-1,0.5
amaura,Amaura,"[""Rock"",""Ice""]",Normal,resistant,-1,0.5
amaura,Amaura,"[""Rock"",""Ice""]",Poison,resistant,-1,0.5
amaura,Amaura,"[""Rock"",""Ice""]",Psychic,neutral,0,1.0
amaura,Amaura,"[""Rock"",""Ice""]",Rock,weak,1,1.5
amaura,Amaura,"[""Rock"",""Ice""]",Steel,weak,2,2.0
amaura,Amaura,"[""Rock"",""Ice""]",Water,weak,1,1.5
ambipom,Ambipom,"[""Normal""]",Bug,neutral,0,1.0
ambipom,Ambipom,"[""Normal""]",Dark,neutral,0,1.0
ambipom,Ambipom,"[""Normal""]",Dragon,neutral,0,1.0
ambipom,Ambipom,"[""Normal""]",Electric,neutral,0,1.0
ambipom,Ambipom,"[""Normal""]",Fairy,neutral,0,1.0
ambipom,Ambipom,"[""Normal""]",Fighting,weak,1,1.5
ambipom,Ambipom,"[""Normal""]",Fire,neutral,0,1.0
ambipom,Ambipom,"[""Normal""]",Flying,neutral,0,1.0
ambipom,Ambipom,"[""Normal""]",Ghost,immune,,0.0
ambipom,Ambipom,"[""Normal""]",Grass,neutral,0,1.0
ambipom,Ambipom,"[""Normal""]",Ground,neutral,0,1.0
ambipom,Ambipom,"[""Normal""]",Ice,neutral,0,1.0
ambipom,Ambipom,"[""Normal""]",Normal,neutral,0,1.0
ambipom,Ambipom,"[""Normal""]",Poison,neutral,0,1.0
ambipom,Ambipom,"[""Normal""]",Psychic,neutral,0,1.0
ambipom,Ambipom,"[""Normal""]",Rock,neutral,0,1.0
ambipom,Ambipom,"[""Normal""]",Steel,neutral,0,1.0
ambipom,Ambipom,"[""Normal""]",Water,neutral,0,1.0
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Bug,neutral,0,1.0
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Dark,neutral,0,1.0
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Dragon,neutral,0,1.0
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Electric,resistant,-1,0.5
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Fairy,resistant,-1,0.5
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Fighting,resistant,-1,0.5
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Fire,weak,1,1.5
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Flying,weak,1,1.5
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Ghost,neutral,0,1.0
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Grass,resistant,-2,0.25
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Ground,neutral,0,1.0
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Ice,weak,1,1.5
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Normal,neutral,0,1.0
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Poison,neutral,0,1.0
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Psychic,weak,1,1.5
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Rock,neutral,0,1.0
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Steel,neutral,0,1.0
amoonguss,Amoonguss,"[""Grass"",""Poison""]",Water,resistant,-1,0.5
ampharos,Ampharos,"[""Electric""]",Bug,neutral,0,1.0
ampharos,Ampharos,"[""Electric""]",Dark,neutral,0,1.0
ampharos,Ampharos,"[""Electric""]",Dragon,neutral,0,1.0
ampharos,Ampharos,"[""Electric""]",Electric,resistant,-1,0.5
ampharos,Ampharos,"[""Electric""]",Fairy,neutral,0,1.0
ampharos,Ampharos,"[""Electric""]",Fighting,neutral,0,1.0
ampharos,Ampharos,"[""Electric""]",Fire,neutral,0,1.0
ampharos,Ampharos,"[""Electric""]",Flying,resistant,-1,0.5
ampharos,Ampharos,"[""Electric""]",Ghost,neutral,0,1.0
ampharos,Ampharos,"[""Electric""]",Grass,neutral,0,1.0
ampharos,Ampharos,"[""Electric""]",Ground,weak,1,1.5
ampharos,Ampharos,"[""Electric""]",Ice,neutral,0,1.0
ampharos,Ampharos,"[""Electric""]",Normal,neutral,0,1.0
ampharos,Ampharos,"[""Electric""]",Poison,neutral,0,1.0
ampharos,Ampharos,"[""Electric""]",Psychic,neutral,0,1.0
ampharos,Ampharos,"[""Electric""]",Rock,neutral,0,1.0
ampharos,Ampharos,"[""Electric""]",Steel,resistant,-1,0.5
ampharos,Ampharos,"[""Electric""]",Water,neutral,0,1.0
anorith,Anorith,"[""Rock"",""Bug""]",Bug,neutral,0,1.0
anorith,Anorith,"[""Rock"",""Bug""]",Dark,neutral,0,1.0
anorith,Anorith,"[""Rock"",""Bug""]",Dragon,neutral,0,1.0
anorith,Anorith,"[""Rock"",""Bug""]",Electric,neutral,0,1.0
anorith,Anorith,"[""Rock"",""Bug""]",Fairy,neutral,0,1.0
anorith,Anorith,"[""Rock"",""Bug""]",Fighting,neutral,0,1.0
anorith,Anorith,"[""Rock"",""Bug""]",Fire,neutral,0,1.0
anorith,Anorith,"[""Rock"",""Bug""]",Flying,neutral,0,1.0
anorith,Anorith,"[""Rock"",""Bug""]",Ghost,neutral,0,1.0
anorith,Anorith,"[""Rock"",""Bug""]",Grass,neutral,0,1.0
anorith,Anorith,"[""Rock"",""Bug""]",Ground,neutral,0,1.0
anorith,Anorith,"[""Rock"",""Bug""]",Ice,neutral,0,1.0
anorith,Anorith,"[""Rock"",""Bug""]",Normal,resistant,-1,0.5
anorith,Anorith,"[""Rock"",""Bug""]",Poison,resistant,-1,0.5
anorith,Anorith,"[""Rock"",""Bug""]",Psychic,neutral,0,1.0
anorith,Anorith,"[""Rock"",""Bug""]",Rock,weak,1,1.5
anorith,Anorith,"[""Rock"",""Bug""]",Steel,weak,1,1.5
anorith,Anorith,"[""Rock"",""Bug""]",Water,weak,1,1.5
appletun,Appletun,"[""Grass"",""Dragon""]",Bug,weak,1,1.5
appletun,Appletun,"[""Grass"",""Dragon""]",Dark,neutral,0,1.0
appletun,Appletun,"[""Grass"",""Dragon""]",Dragon,weak,1,1.5
appletun,Appletun,"[""Grass"",""Dragon""]",Electric,resistant,-2,0.25
appletun,Appletun,"[""Grass"",""Dragon""]",Fairy,weak,1,1.5
appletun,Appletun,"[""Grass"",""Dragon""]",Fighting,neutral,0,1.0
appletun,Appletun,"[""Grass"",""Dragon""]",Fire,neutral,0,1.0
appletun,Appletun,"[""Grass"",""Dragon""]",Flying,weak,1,1.5
appletun,Appletun,"[""Grass"",""Dragon""]",Ghost,neutral,0,1.0
appletun,Appletun,"[""Grass"",""Dragon""]",Grass,resistant,-2,0.25
appletun,Appletun,"[""Grass"",""Dragon""]",Ground,resistant,-1,0.5
appletun,Appletun,"[""Grass"",""Dragon""]",Ice,weak,2,2.0
appletun,Appletun,"[""Grass"",""Dragon""]",Normal,neutral,0,1.0
appletun,Appletun,"[""Grass"",""Dragon""]",Poison,weak,1,1.5
appletun,Appletun,"[""Grass"",""Dragon""]",Psychic,neutral,0,1.0
appletun,Appletun,"[""Grass"",""Dragon""]",Rock,neutral,0,1.0
appletun,Appletun,"[""Grass"",""Dragon""]",Steel,neutral,0,1.0
appletun,Appletun,"[""Grass"",""Dragon""]",Water,resistant,-2,0.25
applin,Applin,"[""Grass"",""Dragon""]",Bug,weak,1,1.5
applin,Applin,"[""Grass"",""Dragon""]",Dark,neutral,0,1.0
applin,Applin,"[""Grass"",""Dragon""]",Dragon,weak,1,1.5
applin,Applin,"[""Grass"",""Dragon""]",Electric,resistant,-2,0.25
applin,Applin,"[""Grass"",""Dragon""]",Fairy,weak,1,1.5
applin,Applin,"[""Grass"",""Dragon""]",Fighting,neutral,0,1.0
applin,Applin,"[""Grass"",""Dragon""]",Fire,neutral,0,1.0
applin,Applin,"[""Grass"",""Dragon""]",Flying,weak,1,1.5
applin,Applin,"[""Grass"",""Dragon""]",Ghost,neutral,0,1.0
applin,Applin,"[""Grass"",""Dragon""]",Grass,resistant,-2,0.25
applin,Applin,"[""Grass"",""Dragon""]",Ground,resistant,-1,0.5
applin,Applin,"[""Grass"",""Dragon""]",Ice,weak,2,2.0
applin,Applin,"[""Grass"",""Dragon""]",Normal,neutral,0,1.0
applin,Applin,"[""Grass"",""Dragon""]",Poison,weak,1,1.5
applin,Applin,"[""Grass"",""Dragon""]",Psychic,neutral,0,1.0
applin,Applin,"[""Grass"",""Dragon""]",Rock,neutral,0,1.0
applin,Applin,"[""Grass"",""Dragon""]",Steel,neutral,0,1.0
applin,Applin,"[""Grass"",""Dragon""]",Water,resistant,-2,0.25
araquanid,Araquanid,"[""Water"",""Bug""]",Bug,neutral,0,1.0
araquanid,Araquanid,"[""Water"",""Bug""]",Dark,neutral,0,1.0
araquanid,Araquanid,"[""Water"",""Bug""]",Dragon,neutral,0,1.0
araquanid,Araquanid,"[""Water"",""Bug""]",Electric,weak,1,1.5
araquanid,Araquanid,"[""Water"",""Bug""]",Fairy,neutral,0,1.0
araquanid,Araquanid,"[""Water"",""Bug""]",Fighting,resistant,-1,0.5
araquanid,Araquanid,"[""Water"",""Bug""]",Fire,neutral,0,1.0
araquanid,Araquanid,"[""Water"",""Bug""]",Flying,weak,1,1.5
araquanid,Araquanid,"[""Water"",""Bug""]",Ghost,neutral,0,1.0
araquanid,Araquanid,"[""Water"",""Bug""]",Grass,neutral,0,1.0
araquanid,Araquanid,"[""Water"",""Bug""]",Ground,resistant,-1,0.5
araquanid,Araquanid,"[""Water"",""Bug""]",Ice,resistant,-1,0.5
araquanid,Araquanid,"[""Water"",""Bug""]",Normal,neutral,0,1.0
araquanid,Araquanid,"[""Water"",""Bug""]",Poison,neutral,0,1.0
araquanid,Araquanid,"[""Water"",""Bug""]",Psychic,neutral,0,1.0
araquanid,Araquanid,"[""Water"",""Bug""]",Rock,weak,1,1.5
araquanid,Araquanid,"[""Water"",""Bug""]",Steel,resistant,-1,0.5
araquanid,Araquanid,"[""Water"",""Bug""]",Water,resistant,-1,0.5
arbok,Arbok,"[""Poison""]",Bug,resistant,-1,0.5
arbok,Arbok,"[""Poison""]",Dark,neutral,0,1.0
arbok,Arbok,"[""Poison""]",Dragon,neutral,0,1.0
arbok,Arbok,"[""Poison""]",Electric,neutral,0,1.0
arbok,Arbok,"[""Poison""]",Fairy,resistant,-1,0.5
arbok,Arbok,"[""Poison""]",Fighting,resistant,-1,0.5
arbok,Arbok,"[""Poison""]",Fire,neutral,0,1.0
arbok,Arbok,"[""Poison""]",Flying,neutral,0,1.0
arbok,Arbok,"[""Poison""]",Ghost,neutral,0,1.0
arbok,Arbok,"[""Poison""]",Grass,resistant,-1,0.5
arbok,Arbok,"[""Poison""]",Ground,weak,1,1.5
arbok,Arbok,"[""Poison""]",Ice,neutral,0,1.0
arbok,Arbok,"[""Poison""]",Normal,neutral,0,1.0
arbok,Arbok,"[""Poison""]",Poison,resistant,-1,0.5
arbok,Arbok,"[""Poison""]",Psychic,weak,1,1.5
arbok,Arbok,"[""Poison""]",Rock,neutral,0,1.0
arbok,Arbok,"[""Poison""]",Steel,neutral,0,1.0
arbok,Arbok,"[""Poison""]",Water,neutral,0,1.0
arcanine,Arcanine,"[""Fire""]",Bug,resistant,-1,0.5
